,Lycorine_A1,Lycorine_A9,Lycorine_A18,Bufalin_B3,Bufalin_B12,Bufalin_B20,DMSO_C5,DMSO_C14,DMSO_C22
ENSRNOG00000047682,0,0,0,1,0,2,0,0,0
ENSRNOG00000047683,1,2,0,0,1,1,1,3,0
ENSRNOG00000047684,0,0,0,0,0,0,0,0,0
ENSRNOG00000047686,191,87,81,108,56,53,31,40,71
ENSRNOG00000047687,0,0,0,0,0,0,0,0,0
ENSRNOG00000047689,0,0,0,0,0,0,0,0,0
ENSRNOG00000047692,0,0,0,0,0,1,2,0,1
ENSRNOG00000047694,0,0,0,0,0,0,0,0,0
ENSRNOG00000047696,0,0,0,0,0,0,0,0,0
ENSRNOG00000047697,131,238,188,25,11,12,39,23,17
ENSRNOG00000047699,56,61,43,21,10,14,48,13,14
ENSRNOG00000047700,0,0,0,0,0,0,0,0,0
ENSRNOG00000047701,0,0,0,0,0,0,0,0,0
ENSRNOG00000047702,0,0,0,0,0,0,0,0,0
ENSRNOG00000047703,0,0,0,0,0,0,0,0,0
ENSRNOG00000047706,5122,2839,2294,4006,2929,3828,8608,3710,2547
ENSRNOG00000047708,448,386,267,345,336,260,362,335,248
ENSRNOG00000047709,5,8,5,22,21,12,12,12,12
ENSRNOG00000047710,0,0,0,0,0,0,0,0,0
ENSRNOG00000047712,1,3,0,0,0,0,0,0,0
ENSRNOG00000047713,0,0,0,0,0,0,0,0,0
ENSRNOG00000047714,40,99,79,28,16,37,57,35,15
ENSRNOG00000047717,42,69,28,16,33,15,37,36,19
ENSRNOG00000047718,0,0,0,0,0,0,0,0,0
ENSRNOG00000047719,0,0,0,0,0,0,0,0,0
ENSRNOG00000047720,1,0,0,0,0,0,0,0,0
ENSRNOG00000047721,0,0,0,0,0,0,0,0,0
ENSRNOG00000047722,10,1,4,0,0,0,0,0,2
ENSRNOG00000047723,0,0,0,0,0,0,0,0,0
ENSRNOG00000047724,0,0,0,0,0,0,0,0,0
ENSRNOG00000047727,0,0,0,0,0,0,0,0,0
ENSRNOG00000047728,0,0,0,0,0,0,0,0,0
ENSRNOG00000047730,2,1,0,0,0,0,2,3,0
ENSRNOG00000047732,0,0,0,0,0,0,0,0,0
ENSRNOG00000047733,0,1,1,0,0,2,0,0,0
ENSRNOG00000047734,85,60,95,236,179,290,356,247,191
ENSRNOG00000047737,10,4,5,18,4,10,18,5,6
ENSRNOG00000047738,0,0,0,0,0,0,0,0,0
ENSRNOG00000047739,71,27,45,113,87,106,161,88,93
ENSRNOG00000047740,2,11,4,6,5,17,11,5,10
ENSRNOG00000047741,5,9,7,19,11,11,15,19,12
ENSRNOG00000047742,0,0,0,0,0,0,0,0,1
ENSRNOG00000047743,0,0,0,0,0,0,0,0,0
ENSRNOG00000047745,0,0,0,0,0,0,0,0,0
ENSRNOG00000047746,28,19,18,87,37,37,56,24,34
ENSRNOG00000047747,0,1,0,0,0,2,0,1,0
ENSRNOG00000047748,0,0,0,0,0,0,0,0,0
ENSRNOG00000047749,0,0,0,1,0,0,0,0,0
ENSRNOG00000047752,0,0,0,0,0,0,0,1,0
ENSRNOG00000047754,0,0,0,0,0,0,0,0,0
ENSRNOG00000047756,965,1164,988,1299,868,1219,1477,910,973
ENSRNOG00000047758,0,0,0,0,0,0,0,0,0
ENSRNOG00000047759,0,0,0,0,0,0,0,0,0
ENSRNOG00000047760,0,0,0,0,0,0,0,0,0
ENSRNOG00000047761,1176,747,994,736,492,598,774,476,559
ENSRNOG00000047763,0,1,2,0,0,1,0,0,1
ENSRNOG00000047765,0,0,0,0,0,2,1,0,0
ENSRNOG00000047767,0,2,1,0,0,3,1,1,0
ENSRNOG00000047768,20403,20488,19261,8673,9093,11420,9890,8421,9284
ENSRNOG00000047769,5,5,6,1,2,5,1,5,2
ENSRNOG00000047770,0,0,0,0,0,0,0,0,0
ENSRNOG00000047771,2,0,1,1,0,0,3,1,0
ENSRNOG00000047774,0,0,0,0,0,0,0,0,0
ENSRNOG00000047776,8,5,20,8,4,5,7,3,10
ENSRNOG00000047779,0,0,0,0,0,0,0,0,0
ENSRNOG00000047780,3,4,3,3,0,3,1,0,1
ENSRNOG00000047781,451,821,543,215,432,427,289,262,337
ENSRNOG00000047782,1699,1559,1239,623,774,687,783,741,500
ENSRNOG00000047783,15,54,56,10,12,23,32,8,12
ENSRNOG00000047784,0,0,0,0,0,0,0,0,0
ENSRNOG00000047785,0,0,0,0,0,0,0,0,0
ENSRNOG00000047786,0,0,0,0,0,0,0,0,0
ENSRNOG00000047787,0,0,0,0,0,0,0,0,0
ENSRNOG00000047788,0,0,0,0,0,0,0,0,0
ENSRNOG00000047789,0,0,0,0,0,0,0,0,0
ENSRNOG00000047790,0,1,0,1,2,0,0,0,0
ENSRNOG00000047791,0,0,0,0,0,0,0,0,0
ENSRNOG00000047792,0,0,0,0,0,0,0,1,0
ENSRNOG00000047794,1,0,0,0,0,0,0,0,0
ENSRNOG00000047795,1,0,0,0,0,0,0,0,0
ENSRNOG00000047796,206,112,131,169,129,118,211,96,94
ENSRNOG00000047797,0,0,0,0,0,0,0,0,0
ENSRNOG00000047798,0,0,0,0,0,0,0,0,0
ENSRNOG00000047799,98,185,104,41,110,101,81,87,70
ENSRNOG00000047800,31,4,13,219,85,113,174,87,172
ENSRNOG00000047801,0,0,0,0,0,0,0,0,0
ENSRNOG00000047802,0,0,0,0,0,0,0,0,0
ENSRNOG00000047803,0,0,0,0,0,0,0,0,0
ENSRNOG00000047808,0,0,0,0,0,0,0,0,0
ENSRNOG00000047809,0,1,0,0,0,0,0,0,0
ENSRNOG00000047810,0,0,0,2,0,1,0,0,0
ENSRNOG00000047812,1,0,2,0,0,1,0,0,0
ENSRNOG00000047813,0,0,0,0,0,0,0,0,0
ENSRNOG00000047814,39,42,22,13,17,7,18,29,11
ENSRNOG00000047815,0,0,0,0,0,0,0,0,0
ENSRNOG00000047816,300,241,179,285,322,307,478,362,297
ENSRNOG00000047817,35,44,33,23,2,12,17,6,5
ENSRNOG00000047818,0,0,0,0,0,0,0,0,0
ENSRNOG00000047819,0,0,0,0,0,0,0,0,0
ENSRNOG00000047820,0,0,0,0,0,0,0,0,0
ENSRNOG00000047821,0,0,0,0,0,0,0,0,0
ENSRNOG00000047822,0,0,0,0,0,0,0,0,0
ENSRNOG00000047823,0,0,0,0,0,1,0,1,0
ENSRNOG00000047824,0,0,0,0,0,0,0,0,0
ENSRNOG00000047825,0,0,0,0,0,0,0,0,0
ENSRNOG00000047829,0,0,0,0,0,0,0,0,0
ENSRNOG00000047830,0,0,0,0,0,0,0,0,0
ENSRNOG00000047835,0,0,0,0,0,0,0,0,0
ENSRNOG00000047836,0,0,0,0,0,0,0,0,0
ENSRNOG00000047837,0,0,0,0,0,0,0,0,0
ENSRNOG00000047839,0,0,0,0,0,0,0,0,0
ENSRNOG00000047841,0,0,0,0,0,0,0,0,0
ENSRNOG00000047842,0,0,0,0,0,0,0,0,0
ENSRNOG00000047843,0,0,0,0,0,0,0,0,0
ENSRNOG00000047845,0,0,0,0,0,0,0,0,0
ENSRNOG00000047847,0,0,0,0,0,0,0,0,0
ENSRNOG00000047848,1,2,1,3,1,6,3,2,4
ENSRNOG00000047849,0,0,0,0,0,0,0,0,0
ENSRNOG00000047851,0,0,0,0,0,0,0,0,0
ENSRNOG00000047853,999,778,694,753,709,714,1073,676,612
ENSRNOG00000047854,0,0,0,0,0,0,0,0,0
ENSRNOG00000047856,1,0,1,7,1,2,0,6,1
ENSRNOG00000047859,0,0,0,0,0,0,0,0,0
ENSRNOG00000047860,1060,1615,708,668,940,633,688,735,516
ENSRNOG00000047861,0,0,0,0,0,0,0,0,0
ENSRNOG00000047862,0,0,0,0,0,0,0,0,0
ENSRNOG00000047863,0,0,0,0,0,0,0,0,0
ENSRNOG00000047864,0,0,0,0,1,0,0,0,0
ENSRNOG00000047865,0,0,0,0,0,0,0,0,0
ENSRNOG00000047866,0,0,0,0,0,1,3,2,0
ENSRNOG00000047867,773,743,679,408,420,605,505,570,420
ENSRNOG00000047869,0,0,0,0,0,0,0,0,0
ENSRNOG00000047870,0,0,0,0,0,0,0,0,0
ENSRNOG00000047871,0,0,0,0,0,0,0,0,0
ENSRNOG00000047872,0,0,0,0,0,0,0,0,0
ENSRNOG00000047873,8,6,6,13,29,21,26,20,21
ENSRNOG00000047874,649,726,528,930,851,968,1651,856,919
ENSRNOG00000047876,86,135,69,113,142,114,167,84,133
ENSRNOG00000047877,0,0,0,0,0,0,0,0,0
ENSRNOG00000047879,0,0,0,0,0,0,0,0,0
ENSRNOG00000047880,13,9,3,24,34,27,39,8,23
ENSRNOG00000047884,49,35,91,33,47,47,69,38,27
ENSRNOG00000047886,0,0,0,0,0,0,0,0,0
ENSRNOG00000047890,0,0,0,0,0,0,0,0,0
ENSRNOG00000047891,0,0,0,0,0,0,0,0,0
ENSRNOG00000047893,0,1,0,1,0,0,0,0,0
ENSRNOG00000047894,224,84,229,69,55,74,67,27,40
ENSRNOG00000047895,217,227,170,229,265,309,436,289,278
ENSRNOG00000047896,1119,925,874,1796,1580,1975,2559,1604,1774
ENSRNOG00000047897,0,0,0,0,0,0,0,0,0
ENSRNOG00000047898,54,24,21,36,28,30,37,41,38
ENSRNOG00000047901,0,0,1,0,2,1,1,2,1
ENSRNOG00000047903,0,0,0,0,0,0,0,0,0
ENSRNOG00000047905,672,602,545,709,678,840,1166,701,623
ENSRNOG00000047906,0,0,0,0,0,0,0,0,0
ENSRNOG00000047907,0,0,2,0,0,0,2,0,0
ENSRNOG00000047909,0,0,0,0,0,0,0,0,0
ENSRNOG00000047910,0,0,0,0,0,0,0,0,0
ENSRNOG00000047911,0,0,0,0,0,0,0,0,0
ENSRNOG00000047912,0,0,0,0,0,0,0,0,0
ENSRNOG00000047914,0,0,0,1,0,3,2,0,1
ENSRNOG00000047915,4,0,0,11,0,0,4,0,0
ENSRNOG00000047916,0,0,0,0,0,0,0,0,0
ENSRNOG00000047917,0,0,0,0,0,0,0,0,0
ENSRNOG00000047920,0,0,0,0,0,0,0,0,0
ENSRNOG00000047921,0,0,3,0,0,0,1,2,1
ENSRNOG00000047922,0,9,6,1,13,9,4,17,7
ENSRNOG00000047923,4,1,3,4,1,4,4,2,2
ENSRNOG00000047924,242,312,413,208,194,183,128,108,174
ENSRNOG00000047925,0,0,0,0,0,0,0,0,0
ENSRNOG00000047926,0,0,0,0,0,0,0,0,0
ENSRNOG00000047928,20,10,6,1,0,0,0,1,0
ENSRNOG00000047931,5042,2455,3701,7869,5110,6191,10288,5659,5796
ENSRNOG00000047933,0,0,0,1,0,0,0,0,0
ENSRNOG00000047934,91,177,129,122,128,208,296,196,151
ENSRNOG00000047935,0,0,0,0,0,0,0,0,0
ENSRNOG00000047937,0,0,0,0,0,0,0,0,0
ENSRNOG00000047938,0,0,0,0,0,0,0,0,0
ENSRNOG00000047939,0,3,3,0,0,0,0,0,0
ENSRNOG00000047940,19,13,12,7,4,4,8,4,4
ENSRNOG00000047941,5,2,7,8,12,2,7,5,2
ENSRNOG00000047943,0,0,3,3,1,1,10,1,0
ENSRNOG00000047945,1,1,0,0,0,0,1,0,0
ENSRNOG00000047946,2,0,0,0,1,0,1,3,0
ENSRNOG00000047948,1,1,2,1,1,1,3,1,0
ENSRNOG00000047951,0,0,0,0,0,0,0,0,0
ENSRNOG00000047953,0,0,0,0,0,0,0,0,0
ENSRNOG00000047955,1,0,0,0,0,0,0,0,0
ENSRNOG00000047956,0,0,0,0,0,0,0,0,0
ENSRNOG00000047957,424,345,443,91,72,157,112,87,102
ENSRNOG00000047958,0,0,0,0,0,0,0,0,0
ENSRNOG00000047959,0,0,0,0,0,0,0,0,0
ENSRNOG00000047960,2,2,4,3,0,3,0,3,3
ENSRNOG00000047964,0,0,0,0,0,0,0,0,0
ENSRNOG00000047966,130,134,63,45,43,35,40,31,21
ENSRNOG00000047967,11,3,5,3,4,5,6,10,7
ENSRNOG00000047968,0,0,0,0,0,0,0,0,0
ENSRNOG00000047969,0,0,0,0,0,0,0,0,0
ENSRNOG00000047970,123,136,105,180,161,184,272,207,165
ENSRNOG00000047971,0,0,0,0,0,0,0,0,0
ENSRNOG00000047973,0,0,0,0,0,0,0,0,0
ENSRNOG00000047976,0,0,0,0,0,0,0,0,0
ENSRNOG00000047977,3,3,8,0,0,0,7,2,2
ENSRNOG00000047978,244,181,186,431,315,288,491,343,342
ENSRNOG00000047981,0,0,0,0,0,0,0,0,0
ENSRNOG00000047982,0,0,0,0,0,0,0,0,0
ENSRNOG00000047983,56,165,81,25,29,49,30,28,33
ENSRNOG00000047984,964,883,794,834,1016,1036,1410,969,848
ENSRNOG00000047986,14,9,6,18,8,20,16,10,10
ENSRNOG00000047988,452,364,338,630,511,603,863,579,496
ENSRNOG00000047990,0,0,0,0,0,1,0,0,0
ENSRNOG00000047991,0,0,0,0,0,0,0,0,0
ENSRNOG00000047992,0,0,0,0,0,1,0,0,1
ENSRNOG00000047993,0,0,0,0,0,0,0,0,0
ENSRNOG00000047994,0,0,0,0,0,0,0,0,0
ENSRNOG00000047995,0,0,0,0,0,0,0,0,0
ENSRNOG00000047996,0,0,0,0,0,0,0,0,0
ENSRNOG00000047997,0,0,0,0,0,0,0,0,0
ENSRNOG00000047998,90,117,100,140,123,128,127,109,85
ENSRNOG00000048000,0,0,0,0,0,0,0,0,0
ENSRNOG00000048003,0,1,0,0,0,0,1,0,0
ENSRNOG00000048004,2,7,9,20,3,10,12,4,17
ENSRNOG00000048005,0,0,0,0,0,0,0,0,0
ENSRNOG00000048008,0,0,0,0,0,0,0,0,0
ENSRNOG00000048011,4,3,14,2,2,4,0,2,6
ENSRNOG00000048014,0,0,0,0,0,0,0,0,0
ENSRNOG00000048016,0,2,0,0,0,0,1,0,0
ENSRNOG00000048017,0,0,0,0,0,0,0,0,0
ENSRNOG00000048018,0,0,0,0,0,0,0,0,0
ENSRNOG00000048020,0,0,0,0,0,0,0,0,0
ENSRNOG00000048021,0,0,0,0,0,0,0,0,0
ENSRNOG00000048022,0,0,0,0,0,0,0,0,0
ENSRNOG00000048023,0,0,0,0,0,0,0,0,0
ENSRNOG00000048025,298,219,302,747,660,763,1144,675,744
ENSRNOG00000048028,9,7,4,17,8,20,14,7,8
ENSRNOG00000048030,0,0,0,0,0,0,0,0,0
ENSRNOG00000048033,0,0,0,0,0,0,0,0,0
ENSRNOG00000048035,1,0,0,0,6,3,1,0,4
ENSRNOG00000048036,3,8,1,3,2,0,4,1,2
ENSRNOG00000048037,0,0,0,0,0,0,0,0,0
ENSRNOG00000048039,0,3,0,0,4,0,0,8,0
ENSRNOG00000048041,0,0,0,0,0,0,0,0,0
ENSRNOG00000048042,0,0,0,0,0,0,0,0,0
ENSRNOG00000048043,1381,898,1339,723,307,421,1128,285,331
ENSRNOG00000048048,0,1,0,0,0,0,0,0,0
ENSRNOG00000048049,0,0,0,0,0,1,1,1,1
ENSRNOG00000048050,265,295,272,306,393,416,582,250,282
ENSRNOG00000048051,0,0,0,0,0,0,0,0,0
ENSRNOG00000048053,1023,1329,508,70,172,154,334,363,101
ENSRNOG00000048054,0,0,0,0,0,0,0,0,0
ENSRNOG00000048056,0,0,0,0,0,0,0,0,0
ENSRNOG00000048059,14,9,7,9,4,4,4,6,5
ENSRNOG00000048060,0,0,0,0,0,1,0,0,0
ENSRNOG00000048061,191,358,202,383,389,476,484,446,413
ENSRNOG00000048062,0,0,0,0,0,0,0,0,0
ENSRNOG00000048063,0,0,0,0,0,0,0,0,0
ENSRNOG00000048064,0,0,0,0,0,0,0,0,0
ENSRNOG00000048066,2,0,0,0,0,0,0,0,0
ENSRNOG00000048067,0,0,0,0,0,0,0,0,0
ENSRNOG00000048068,0,0,0,0,0,0,0,0,0
ENSRNOG00000048070,0,0,0,0,0,0,0,0,0
ENSRNOG00000048071,0,0,0,0,0,0,0,0,0
ENSRNOG00000048072,0,0,0,0,0,0,0,0,0
ENSRNOG00000048073,3,0,0,0,0,0,1,0,0
ENSRNOG00000048077,79,118,92,86,132,137,111,131,104
ENSRNOG00000048079,0,0,0,0,0,0,0,0,0
ENSRNOG00000048080,0,0,0,0,0,0,0,0,0
ENSRNOG00000048081,0,0,0,0,0,0,0,0,0
ENSRNOG00000048082,77,77,81,27,32,34,44,38,25
ENSRNOG00000048085,0,0,0,0,0,0,0,0,0
ENSRNOG00000048087,0,0,0,0,0,0,0,0,0
ENSRNOG00000048088,481,124,375,691,521,934,1682,556,831
ENSRNOG00000048090,0,0,0,0,0,0,0,0,0
ENSRNOG00000048091,0,1,1,3,0,2,2,0,0
ENSRNOG00000048092,0,0,0,0,0,0,0,0,0
ENSRNOG00000048094,1,1,2,0,2,0,0,0,0
ENSRNOG00000048095,3,9,13,15,14,18,12,16,27
ENSRNOG00000048099,0,0,0,0,0,0,0,0,0
ENSRNOG00000048100,0,0,2,0,0,1,0,0,0
ENSRNOG00000048101,76,54,47,71,55,69,96,66,40
ENSRNOG00000048102,0,0,0,0,0,0,0,0,0
ENSRNOG00000048104,0,0,0,0,0,0,0,0,0
ENSRNOG00000048107,0,0,0,0,0,0,0,0,0
ENSRNOG00000048108,0,0,0,0,0,0,0,0,0
ENSRNOG00000048109,211,162,210,242,249,253,277,240,228
ENSRNOG00000048113,212,194,226,26,24,23,28,36,22
ENSRNOG00000048114,268,193,178,135,167,144,201,179,130
ENSRNOG00000048115,0,0,0,0,0,0,0,0,0
ENSRNOG00000048116,0,0,0,0,0,0,0,0,0
ENSRNOG00000048117,0,0,0,0,0,0,0,0,0
ENSRNOG00000048118,6,3,0,1,1,1,1,0,1
ENSRNOG00000048121,59,40,35,115,112,154,238,131,166
ENSRNOG00000048122,7,9,2,11,5,1,5,4,2
ENSRNOG00000048123,0,0,0,0,0,0,0,0,0
ENSRNOG00000048125,0,0,0,0,0,0,0,0,0
ENSRNOG00000048126,0,0,0,0,0,0,0,0,0
ENSRNOG00000048128,0,0,0,0,0,0,0,0,0
ENSRNOG00000048129,0,0,0,0,0,0,0,0,0
ENSRNOG00000048130,0,0,0,0,0,0,0,0,0
ENSRNOG00000048132,0,0,0,0,0,0,0,0,0
ENSRNOG00000048133,0,0,0,0,0,0,0,0,0
ENSRNOG00000048134,0,0,0,0,0,0,0,0,0
ENSRNOG00000048135,0,0,0,0,0,0,0,0,0
ENSRNOG00000048136,0,0,0,0,0,0,1,0,0
ENSRNOG00000048138,1,2,1,2,2,1,8,5,6
ENSRNOG00000048139,0,1,0,0,0,0,0,0,0
ENSRNOG00000048140,57,70,32,8,35,39,44,76,26
ENSRNOG00000048143,0,0,0,0,0,0,0,1,0
ENSRNOG00000048145,63,42,45,21,15,31,56,13,19
ENSRNOG00000048146,0,0,0,0,0,0,0,0,0
ENSRNOG00000048147,0,0,0,0,0,0,0,0,0
ENSRNOG00000048148,0,0,0,0,0,0,0,0,0
ENSRNOG00000048149,0,0,0,0,0,0,0,0,0
ENSRNOG00000048152,764,691,675,597,598,821,1083,556,786
ENSRNOG00000048155,0,0,0,0,0,0,0,0,0
ENSRNOG00000048159,0,0,0,0,0,0,1,0,0
ENSRNOG00000048161,6,4,4,2,12,10,1,6,6
ENSRNOG00000048164,582,938,563,466,718,729,665,610,579
ENSRNOG00000048166,28,62,47,11,20,18,26,28,20
ENSRNOG00000048167,9,3,1,18,1,0,8,1,0
ENSRNOG00000048168,12,2,2,5,3,4,11,0,2
ENSRNOG00000048169,3345,3496,2815,1053,2198,1503,955,1940,1063
ENSRNOG00000048170,0,0,0,0,0,0,0,0,0
ENSRNOG00000048172,12,7,10,11,3,8,8,7,6
ENSRNOG00000048174,8809,10333,9411,8317,11415,10255,9360,9631,8581
ENSRNOG00000048176,89,89,68,49,54,77,70,58,61
ENSRNOG00000048177,0,0,0,0,0,0,0,0,0
ENSRNOG00000048178,0,0,0,0,0,0,0,0,0
ENSRNOG00000048180,0,0,0,0,0,0,0,0,0
ENSRNOG00000048181,1,2,0,0,0,0,4,1,0
ENSRNOG00000048182,0,0,0,0,0,0,0,0,0
ENSRNOG00000048183,0,0,0,0,0,0,0,0,0
ENSRNOG00000048185,0,0,0,0,0,0,0,0,0
ENSRNOG00000048186,230,91,159,70,46,63,119,27,74
ENSRNOG00000048187,249,278,216,135,136,209,245,180,142
ENSRNOG00000048188,0,0,0,0,0,0,0,0,0
ENSRNOG00000048189,0,0,0,0,0,0,0,0,0
ENSRNOG00000048190,146,158,141,293,292,343,347,339,241
ENSRNOG00000048191,0,0,0,0,0,0,0,0,0
ENSRNOG00000048192,0,0,0,0,0,0,0,0,0
ENSRNOG00000048193,242,169,152,94,116,106,229,118,105
ENSRNOG00000048194,1922,2064,1924,1912,1930,2499,2971,1984,2141
ENSRNOG00000048195,670,1281,830,136,208,240,110,219,193
ENSRNOG00000048197,1,1,1,1,4,1,0,2,2
ENSRNOG00000048199,5,1,2,15,10,4,8,9,6
ENSRNOG00000048201,0,0,0,0,0,0,0,0,0
ENSRNOG00000048202,0,0,0,0,0,0,0,0,0
ENSRNOG00000048203,0,0,0,0,0,0,0,0,0
ENSRNOG00000048204,0,0,0,0,0,1,1,0,0
ENSRNOG00000048205,4651,3630,3794,2127,2202,2796,3245,2152,2545
ENSRNOG00000048206,0,0,0,0,0,0,0,0,0
ENSRNOG00000048207,1,0,0,0,0,0,1,1,1
ENSRNOG00000048209,6,1,1,1,1,3,0,0,2
ENSRNOG00000048210,0,0,0,0,0,0,0,0,0
ENSRNOG00000048212,0,0,0,0,0,0,0,0,0
ENSRNOG00000048213,241,375,251,153,247,284,186,233,216
ENSRNOG00000048215,16,7,9,6,6,3,5,2,2
ENSRNOG00000048218,0,0,1,0,0,0,0,0,0
ENSRNOG00000048219,0,0,0,0,0,0,0,0,0
ENSRNOG00000048222,2403,3513,1919,172,924,1537,834,1279,1095
ENSRNOG00000048223,0,0,0,0,0,0,0,0,0
ENSRNOG00000048224,0,0,0,0,0,0,0,0,0
ENSRNOG00000048226,0,0,0,0,0,0,0,0,0
ENSRNOG00000048227,0,0,0,0,0,0,0,0,0
ENSRNOG00000048229,0,0,0,0,0,0,0,0,0
ENSRNOG00000048230,21,7,10,11,0,1,28,4,1
ENSRNOG00000048231,1,0,0,1,0,1,2,1,0
ENSRNOG00000048232,2,0,0,0,0,0,0,0,0
ENSRNOG00000048233,0,0,0,0,0,0,0,0,0
ENSRNOG00000048235,0,0,0,0,0,0,0,1,0
ENSRNOG00000048237,2207,2051,1519,1012,1216,1207,1431,1231,1052
ENSRNOG00000048238,0,0,0,0,0,0,0,0,0
ENSRNOG00000048239,0,0,0,0,0,1,0,0,0
ENSRNOG00000048240,0,2,0,0,0,0,0,0,0
ENSRNOG00000048241,0,0,0,0,0,0,0,0,0
ENSRNOG00000048242,703,702,695,1216,1111,1696,1785,1116,1365
ENSRNOG00000048244,0,0,0,0,0,0,0,0,0
ENSRNOG00000048245,0,0,0,0,0,0,0,0,0
ENSRNOG00000048247,0,0,0,0,0,0,0,0,0
ENSRNOG00000048248,0,0,1,0,0,0,0,0,0
ENSRNOG00000048250,1113,847,549,741,670,722,1049,761,717
ENSRNOG00000048251,0,0,0,0,0,0,0,0,0
ENSRNOG00000048253,0,0,0,0,0,0,0,0,0
ENSRNOG00000048256,87,167,65,20,40,56,26,30,28
ENSRNOG00000048257,0,0,0,0,0,0,0,0,0
ENSRNOG00000048258,1710,1373,1522,1646,1648,2018,2519,1566,1803
ENSRNOG00000048259,0,0,0,0,0,0,0,0,0
ENSRNOG00000048262,0,0,0,0,0,0,0,0,0
ENSRNOG00000048263,0,0,0,0,0,0,0,0,0
ENSRNOG00000048264,29,58,34,13,24,19,20,38,18
ENSRNOG00000048265,0,0,0,0,0,0,0,0,0
ENSRNOG00000048267,722,890,740,623,840,1028,1107,839,781
ENSRNOG00000048268,0,0,0,0,0,0,0,0,0
ENSRNOG00000048270,1,0,1,1,0,0,2,3,0
ENSRNOG00000048272,0,0,1,0,0,0,0,0,0
ENSRNOG00000048273,1,0,8,8,2,8,10,10,7
ENSRNOG00000048275,2,0,1,4,2,0,3,1,2
ENSRNOG00000048277,2081,1277,1672,2729,1931,2279,3621,1958,2070
ENSRNOG00000048281,0,0,0,0,0,0,0,0,0
ENSRNOG00000048282,640,630,568,513,667,608,776,638,566
ENSRNOG00000048284,0,0,0,0,0,0,0,0,0
ENSRNOG00000048285,0,0,0,0,0,0,0,0,0
ENSRNOG00000048288,503,402,430,462,605,676,905,617,590
ENSRNOG00000048289,0,0,0,0,0,0,0,0,0
ENSRNOG00000048291,871,801,668,892,1597,1857,1125,1205,1295
ENSRNOG00000048292,5,1,3,2,1,3,2,1,0
ENSRNOG00000048293,0,0,0,0,0,0,0,0,0
ENSRNOG00000048294,0,0,0,0,0,0,0,0,0
ENSRNOG00000048295,0,0,0,0,0,0,0,0,0
ENSRNOG00000048297,295,422,389,174,223,312,264,171,255
ENSRNOG00000048299,0,0,0,0,0,0,0,0,0
ENSRNOG00000048300,0,0,0,0,0,0,0,0,0
ENSRNOG00000048301,0,0,0,0,0,0,0,0,0
ENSRNOG00000048302,0,0,0,0,0,0,0,1,0
ENSRNOG00000048303,0,0,0,0,0,0,0,0,0
ENSRNOG00000048304,0,0,0,2,1,0,4,5,3
ENSRNOG00000048305,0,0,0,0,0,0,0,0,0
ENSRNOG00000048306,0,0,0,0,0,0,0,0,0
ENSRNOG00000048308,0,0,0,0,0,0,0,0,0
ENSRNOG00000048309,2922,4026,2691,1918,2678,2704,2385,2369,2322
ENSRNOG00000048310,5,9,9,6,14,25,19,24,10
ENSRNOG00000048315,11612,14457,10413,831,3640,4906,2419,4169,3596
ENSRNOG00000048316,0,0,0,0,0,0,0,0,0
ENSRNOG00000048317,0,0,1,0,0,0,0,0,2
ENSRNOG00000048318,0,0,0,0,0,0,0,0,0
ENSRNOG00000048319,0,0,0,0,0,0,0,0,1
ENSRNOG00000048320,8231,6159,5792,6498,6330,5887,7706,5537,5431
ENSRNOG00000048321,5,31,12,1,6,4,6,8,7
ENSRNOG00000048322,0,0,0,0,0,0,0,0,0
ENSRNOG00000048325,1,0,0,0,0,0,0,0,0
ENSRNOG00000048326,0,0,0,0,0,0,0,0,0
ENSRNOG00000048328,0,0,0,0,0,0,0,0,0
ENSRNOG00000048329,0,0,0,0,0,0,0,0,0
ENSRNOG00000048330,0,0,0,0,0,0,0,0,0
ENSRNOG00000048331,0,0,0,0,0,0,0,0,0
ENSRNOG00000048332,0,0,0,0,0,0,0,0,0
ENSRNOG00000048334,0,0,0,0,0,0,0,0,0
ENSRNOG00000048336,0,0,0,0,0,0,0,0,0
ENSRNOG00000048337,21,39,20,26,22,32,37,31,25
ENSRNOG00000048338,0,0,0,0,0,0,0,0,0
ENSRNOG00000048341,0,0,0,0,0,0,0,0,0
ENSRNOG00000048342,1060,724,775,1487,1165,1214,2131,1092,1115
ENSRNOG00000048343,0,0,0,0,0,0,0,1,0
ENSRNOG00000048344,0,0,0,0,0,0,0,0,0
ENSRNOG00000048350,4,1,6,4,1,3,2,0,1
ENSRNOG00000048353,3,1,2,1,0,1,2,3,0
ENSRNOG00000048354,0,0,0,0,0,0,0,0,0
ENSRNOG00000048355,0,0,0,0,0,0,0,0,0
ENSRNOG00000048356,0,0,0,0,0,0,0,0,0
ENSRNOG00000048357,0,0,0,0,0,0,0,0,0
ENSRNOG00000048358,0,0,0,0,0,0,0,0,0
ENSRNOG00000048359,0,0,0,0,0,0,0,0,0
ENSRNOG00000048360,0,0,0,0,0,0,0,0,0
ENSRNOG00000048361,0,0,0,0,0,0,0,0,0
ENSRNOG00000048363,31,56,46,2,20,15,7,19,17
ENSRNOG00000048365,0,1,1,0,0,0,0,0,1
ENSRNOG00000048369,0,0,0,0,0,0,0,0,0
ENSRNOG00000048370,0,0,0,0,0,0,0,0,0
